adm0_name,iso3,X,Y,published,source,airline,info,optional1,optional2,optional3,ObjectId
Pakistan,PAK,68.808093,29.37884,05.01.2021,https://www.anna.aero/2021/01/04/airsial-pakistans-newest-airline-takes-off-domestically/,Air Sial,"AirSial, Pakistan’s newest airline, takes off domestically",,,,148
Pakistan,PAK,68.808093,29.37884,13.01.2021,https://www.oyeyeah.com/travel/british-airways-direct-flights-to-lahore-are-operational/,British Airways,British Airways still operating flights to Lahore ,,,,149
Pakistan,PAK,68.808093,29.37884,15.01.2021,https://www.aviation24.be/airlines/pakistan-international-airlines/malaysia-seizes-pia-boeing-777-at-kuala-lumpur-over-lease-dispute/?utm_source=rss&utm_medium=rss&utm_campaign=malaysia-seizes-pia-boeing-777-at-kuala-lumpur-over-lease-dispute,PIA,Malaysia seizes PIA Boeing 777 at Kuala Lumpur over lease dispute.,,,,150
Pakistan,PAK,68.808093,29.37884,18.01.2021,https://www.dawn.com/news/1601956,PIA,"Pakistan International Airlines didn’t pay lease due to pandemic, says minister.",,,,151
Pakistan,PAK,68.808093,29.37884,26.01.2021,https://arynews.tv/en/pia-increases-domestic-flights/,PIA,PIA announces increase in number of Karachi-Quetta flights,,,,152
Palau,PLW,134.56581,7.499895,,,,,,,,153
Palmyra Atoll,UMI,-162.08226,5.887362,,,,,,,,154
Panama,PAN,-80.09271,8.520588,04.01.2021,https://www.panamaamerica.com.pa/sociedad/cuba-reduce-frecuencia-vuelos-desde-panama-otros-paises-region-1178761,COPA Airlines,"Copa Airlines, reduces January Panama-Havana flight schedule from 20 to 3 flights per week .",,,,155
Panama,PAN,-80.09271,8.520588,07.01.2021,https://a21.com.mx/aerolineas/2021/01/06/copa-airlines-reinicia-vuelos-monterrey,COPA Airlines,"COPA restarts flights to Monterey, Mexico.",,,,156
Panama,PAN,-80.09271,8.520588,08.01.2021,https://www.businesstravelnews.com/Global/Copa-to-Return-to-Tampa,COPA Airlines,COPA return to Tampa.,,,,157
Panama,PAN,-80.09271,8.520588,11.01.2021,https://www.vostv.com.ni/economia/15891-copa-airlines-empieza-en-enero-a-ofertar-vuelos-co/,COPA Airlines,COPA Airlines restarts flights to Managua from Panama City on 20JAN21.,,,,158
Panama,PAN,-80.09271,8.520588,13.01.2021,https://www.anna.aero/2021/01/11/tampa-welcomes-back-copa-from-panama-city-daily-from-end-may/,COPA Airlines,Tampa welcomes back Copa from Panama City with a twice weekly flights; daily from end May,,,,159
Panama,PAN,-80.09271,8.520588,13.01.2021,https://www.reportur.com/argentina/2021/01/12/copa-airlines-inicio-segundo-vuelo-diario-panama-buenos-aires/,COPA Airlines,COPA increases its flights to Buenos Aires to twice a week.,,,,160
Panama,PAN,-80.09271,8.520588,15.01.2021,https://www.aviacionline.com/2021/01/copa-airlines-retoma-sus-vuelos-a-nicaragua/,COPA Airlines,"COPA to restart with a weekly flight between Panama and Managua, starting 01FEB21.",,,,161
Panama,PAN,-80.09271,8.520588,22.01.2021,https://www.intur.gob.ni/2021/01/tras-pausa-por-covid-19-copa-airlines-regresa-a-nicaragua//,COPA Airlines,COPA flights to Venezuela resume on 23JAN21.,,,,162
Panama,PAN,-80.09271,8.520588,25.01.2021,https://www.metrolibre.com/nacionales/192313-sindicato-de-auxiliares-bordo-exige-copa-airlines-salvaguardar-su-salud.html,COPA Airlines,COPA cabin staff trade union demands measures for the airline to protect health.,,,,163
Panama,PAN,-80.09271,8.520588,29.01.2021,https://www.expreso.info/noticias/transporte/80322_copa_airlines_vuelve_operar_en_nicaragua,COPA Airlines,"COPA returns to fly to Managua, Nicaragua.",,,,164
Panama,PAN,-80.09271,8.520588,03.02.2021,https://www.vostv.com.ni/economia/16215-copa-airlines-vuelos-nicaragua-frecuencia-viajes/,COPA Airlines,"COPA restarts services to Managua, with two flights per week.",,,,165
Panama,PAN,-80.09271,8.520588,04.02.2021,https://go.updates.iata.org/webmail/123902/1258852037/f41cd661f4c98c31b2b150489b1605c24f02b9a4b8bf611dd3ac551f55c4583a,COPA Airlines,COPA Airlines and Government of Panama to Trial IATA Travel Pass.,,,,166
Panama,PAN,-80.09271,8.520588,04.02.2021,https://www.aviacionline.com/2021/02/aeromexico-y-copa-airlines-ya-vuelan-nuevamente-a-san-pedro-sula/,COPA Airlines,"COPA and Aeromexico reestablish operations to San Pedro Sula, Honduras.",,,,167
Panama,PAN,-80.09271,8.520588,10.02.2021,https://www.flightglobal.com/strategy/copa-q4-loss-is-169m-as-it-operated-27-of-capacity/142381.article,COPA Airlines,Copa Airlines will resume flights from Panama to Porto Alegre from 1 March,,,,168
Paracel Islands,xPI,112.338214,16.834463,,,,,,,,169
Paraguay,PRY,-60.548542,-21.702162,,,,,,,,170
Peru,PER,-71.821304,-13.590187,01.02.2021,https://www.aviacionline.com/2021/01/segunda-ola-mas-suspensiones-de-vuelos-dentro-de-peru/,Star Peru,Second wave: more flight cancelations inside Peru.,,,,171
Philippines,PHL,120.861863,14.16474,02.01.2021,https://newsinfo.inquirer.net/1378537/pal-foreign-passengers-from-us-wont-be-allowed-in-flights-to-ph#ixzz6iLx4sWHG,Philippine Airlines,"Philippine Airlines bans inbound passengers from America, starting 3 January",,,,172
Pitcairn,PCN,-128.32289,-24.376819,,,,,,,,173
Poland,POL,19.406603,52.122668,19.01.2021,https://www.thefirstnews.com/article/polish-flag-carrier-lot-cancels-scheduled-domestic-intl-flights-19171,LOT,LOT Polish Airlines will suspend some international and domestic flights from 25 January because of COVID-19 restrictions,,,,174
Portugal,PRT,-7.961526,39.685014,01.02.2021,https://airwaysmag.com/airlines/tap-halt-93p-of-operations/,TAP,Air Portugal to Halt 93% of Operations in February.,,,,175
Portugal,PRT,-7.961526,39.685014,11.01.2021,https://simpleflying.com/tap-air-portugal-rescue-approval-expected/,TAP,Portugal Expects EU To Approve TAP Rescue By April.,,,,176
Portugal,PRT,-7.961526,39.685014,01.02.2021,https://simpleflying.com/tap-air-portugal-most-flights-cut/,TAP,TAP Air Portugal cuts flights for rest of February because of COVID-19 travel restrictions,,,,177
Puerto Rico,PRI,-66.479397,18.224744,,,,,,,,178
Qatar,QAT,51.193104,25.286199,01.02.2021,https://www.reuters.com/article/health-coronavirus-qatar-airways-int/qatar-airways-says-new-bookings-from-uae-south-africa-rwanda-are-temporarily-suspended-tweet-idUSKBN29Y2P9,Qatar Airways,"Qatar Airways says new bookings from UAE, South Africa, Rwanda are temporarily suspended",,,,179
Qatar,QAT,51.193104,25.286199,01.02.2021,https://www.thepeninsulaqatar.com/article/29/01/2021/Qatar-Airways-temporarily-suspends-booking-from-UAE-to-UK,Qatar Airways,Qatar Airways temporarily suspends booking from UAE to UK.,,,,180
Qatar,QAT,51.193104,25.286199,01.02.2021,https://worldairlinenews.com/2021/01/30/qatar-airways-launches-flights-to-seattle-tacoma/,Qatar Airways,Qatar Airways launches flights to Seattle-Tacoma.,,,,181
Qatar,QAT,51.193104,25.286199,01.02.2021,https://www.airlineratings.com/news/qatar-airways-worlds-favourite-airline/,Qatar Airways,Qatar Airways- the world’s favourite airline.,,,,182
Qatar,QAT,51.193104,25.286199,04.01.2021,https://ftnnews.com/aviation/40958-qatar-airways-launches-flights-to-seattle-earlier-than-planned,Qatar Airways,Qatar Airways launches flights to Seattle earlier than planned.,,,,183
Qatar,QAT,51.193104,25.286199,05.01.2021,https://centreforaviation.com/news/qatar-airways-and-latam-airlines-brasil-expand-codeshare-network-1045885,Qatar Airways,Qatar Airways and LATAM Airlines Brasil expand codeshare network.,,,,184
Qatar,QAT,51.193104,25.286199,06.01.2021,https://timesofoman.com/article/qatar-airways-resumes-flights-to-muscat-salalah,Qatar Airways,"Qatar Airways resumes flights to Muscat, Salalah",,,,185
Qatar,QAT,51.193104,25.286199,07.01.2021,https://onemileatatime.com/saudi-arabia-opens-airspace-qatar-airways/,Qatar Airways,"Saudi Arabia opens airspace to Qatar Airways, Gulf blockade ends.",,,,186
Qatar,QAT,51.193104,25.286199,07.01.2021,https://timesofoman.com/article/qatar-airways-resumes-flights-to-muscat-salalah,Qatar Airways,"Qatar Airways will resume daily flights between Doha and Muscat, Salalah from 7 January.",,,,187
Qatar,QAT,51.193104,25.286199,08.01.2021,https://www.anna.aero/2021/01/06/end-of-qatar-blockade-20-routes-and-1400-weekly-flights-could-return/,Qatar Airways,"End of Qatar blockade – 20 routes and 1,400+ weekly flights could return.",,,,188
Qatar,QAT,51.193104,25.286199,09.01.2021,https://www.gulf-times.com/story/682036/Qatar-Airways-to-resume-Riyadh-flights-on-Monday,Qatar Airways,Qatar Airways to resume Riyadh flights on Monday,,,,189
Qatar,QAT,51.193104,25.286199,11.01.2021,https://www.reuters.com/article/us-gulf-qatar-saudi-airways/qatar-airways-to-resume-flights-to-saudi-arabia-from-monday-idUSKBN29E0NP,Qatar Airways,Qatar Airways and Saudi Airlines will resume flights between Doha and Riyadh from Monday 11JAN21,,,,190
Qatar,QAT,51.193104,25.286199,11.01.2021,https://m.gulf-times.com/story/682119/Qatar-Airways-to-fly-to-three-Saudi-cities,Qatar Airways,"Qatar will start with daily services to Riyadh, four flights a week to Jeddah and daily flights to Dammam.",,,,191
Qatar,QAT,51.193104,25.286199,11.01.2021,https://simpleflying.com/qatar-airways-croatia-reduction/,Qatar Airways,Qatar Airways Has Drastically Reduced Flights To Croatia,,,,192
Qatar,QAT,51.193104,25.286199,12.01.2021,https://twitter.com/qatarairways/status/1348940283006705667,Qatar Airways,Qatar extends unlimited date changes and fee-free refunds for all tickets issued before 30 April 2021 for travel completed by 31 December 2021.,,,,193
Qatar,QAT,51.193104,25.286199,12.01.2021,https://m.dw.com/en/qatar-airways-flight-lands-in-saudi-arabia-for-1st-time-in-years/a-56194180,Qatar Airways,Qatar Airways flight lands in Saudi Arabia for 1st time in years.,,,,194
Qatar,QAT,51.193104,25.286199,13.01.2021,"https://www.reuters.com/article/instant-article/idUSL4N2JO3O4#:~:text=Middle%20East%20%26%20Africa&text=CAIRO%20(Reuters)%20%2D%20Qatar%20airways,airline%20announced%20in%20a%20tweet.",Qatar Airways,Qatar Airways will resume flights to Cairo on 18 January and to Alexandria on 25 January ,,,,195
Qatar,QAT,51.193104,25.286199,14.01.2021,https://www.reuters.com/article/qatar-egypt-airways/qatar-airways-resumes-flights-to-egypt-starting-18-january-2021-tweet-idUSL4N2JO3O4,Qatar Airways,Qatar airways resumes flights to Egypt starting 18 January 2021.,,,,196
Qatar,QAT,51.193104,25.286199,14.01.2021,https://simpleflying.com/qatar-airbus-a380-fleet-retirement/,Qatar Airways,Qatar CEO says half of A380 fleet will be retired.,,,,197
Qatar,QAT,51.193104,25.286199,18.01.2021,https://www.thepeninsulaqatar.com/article/16/01/2021/Al-Baker-Qatar-Airways-to-expand-partnerships-with-other-airlines,Qatar Airways,Al Baker: Qatar Airways to expand partnerships with other airlines.,,,,198
Qatar,QAT,51.193104,25.286199,19.01.2021,https://www.logupdateafrica.com/qatar-airways-to-restart-alexandria-service-from-jan-25-aviation,Qatar Airways,Qatar Airways to restart Alexandria service from 25Jan.,,,,199
Qatar,QAT,51.193104,25.286199,20.01.2021,https://www.thepeninsulaqatar.com/article/18/01/2021/Vaccination-certificates-could-become-the-new-norm-for-travel-Qatar-Airways-chief,Qatar Airways,Qatar CEO Al-Bakar: Vaccination certificates could become the new norm for travel.,,,,200
Qatar,QAT,51.193104,25.286199,20.01.2021,https://thepeninsulaqatar.com/article/20/01/2021/Qatar-to-resume-UAE-flights-from-next-week,Qatar Airways,Qatar Airways to resume flight to UAE from next week.,,,,201
Qatar,QAT,51.193104,25.286199,21.01.2021,https://www.arabianaerospace.aero/qatar-airways-and-iberia-strengthen-strategic-partnership.html?utm_source=dlvr.it&utm_medium=twitter,Qatar Airways,Qatar Airways and Iberia strengthen strategic partnership,,,,202
Qatar,QAT,51.193104,25.286199,22.01.2021,https://airlinegeeks.com/2021/01/22/qatar-airways-resumes-flights-to-certain-u-s-cities/,Qatar Airways,"Qatar Airways to resume flights to Atlanta from 1 June, increase flights to Houston, Chicago, Dallas, Miami, San Francisco and Seattle amid COVID-19 pandemic",,,,203
Qatar,QAT,51.193104,25.286199,25.01.2021,https://ftnnews.com/aviation/41087-qatar-airways-increases-flights-to-africa,Qatar Airways,Qatar Airways Increases Flights to Africa,,,,204
Qatar,QAT,51.193104,25.286199,26.01.2021,https://www.foreignbrief.com/daily-news/qatar-airways-to-resume-flights-to-abu-dhabi/,Qatar Airways,Qatar Airways resumes flights to Abu Dhabi after blockade,,,,205
Qatar,QAT,51.193104,25.286199,29.01.2021,https://www.thisdaylive.com/index.php/2021/01/29/qatar-expands-africa-network/,Qatar Airways,Qatar expands Africa network,,,,206
Qatar,QAT,51.193104,25.286199,29.01.2022,https://www.reuters.com/article/health-coronavirus-qatar-airways-int/qatar-airways-says-new-bookings-from-uae-south-africa-rwanda-are-temporarily-suspended-tweet-idUSKBN29Y2P9,Qatar Airways,"Qatar Airways says new bookings from UAE, South Africa, Rwanda are temporarily suspended",,,,207
Qatar,QAT,51.193104,25.286199,03.02.2021,https://www.gulf-times.com/story/683852/Qatar-Airways-to-give-priority-to-rehiring-laid-of,Qatar Airways,Qatar Airways to give priority to rehiring laid-off staff,,,,208
Colombia,COL,-73.079481,3.904939,03.02.2021,https://centreforaviation.com/news/avianca-plans-to-resume-san-salvador-ontario-service-1050732,Avianca,Avianca plans to resume San Salvador-Ontario service,,,,209
Comoros,COM,43.354136,-11.66225,,,,,,,,210
Congo,COG,15.221024,-0.840003,,,,,,,,211
Côte d'Ivoire,CIV,-5.552758,7.622364,22.01.2021,Côte d’Ivoire/ voler avec A320 à l’intérieur du pays c’est possible : voici les différents tarifs,Air Cote d'Iviore,Air fares for Air Cote d’Iviore on domestic routes.,,,,212
Croatia,HRV,17.958746,45.451704,11.01.2021,https://www.exyuaviation.com/2021/01/croatia-airlines-plans-rigorous-cost.html?m=1,Croatia Airlines ,Croatia Airlines plans “rigorous” cost saving measures,,,,213
Croatia,HRV,17.958746,45.451704,18.01.2021,https://www.exyuaviation.com/2021/01/croatia-airlines-deploys-turboprops-on.html,Croatia Airlines ,Croatia Airlines deploys turboprops on majrity of flights.,,,,214
Croatia,HRV,17.958746,45.451704,27.01.2021,https://www.exyuaviation.com/2021/01/wizz-air-to-launch-another-new-route-to.html?m=1,Wizz Air,"Wizz Air launch another route to Split from Gdansk, starting 06JUN21.",,,,215
Croatia,HRV,17.958746,45.451704,27.01.2021,https://www.exyuaviation.com/2021/01/croatia-airlines-reduces-operations.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+Ex-yuAviationNews+(EX-YU+Aviation+News),Croatia Airlines ,Croatia Airlines will suspend flights to Sarajevo and Vienna in February because of COVID-19; other destinations will be added,,,,216
Cuba,CUB,-79.54237,22.094607,06.01.2021,https://www.tribpub.com/gdpr/sun-sentinel.com/,Caribbean Airlines ,Caribbean Airlines suspends flights to Havana because of COVID-19 restrictions,,,,217
Curaçao,CUW,-69.056155,12.230503,,,,,,,,218
Cyprus,CYP,33.221964,35.05631,29.01.2021,https://cyprus-mail.com/2021/01/28/wizz-air-adds-3-destinations-to-its-larnaca-network-suffers-e116m-loss-for-q3-2021/,Wizz Air,Wizz Air adds 3 destinations to its Larnaca network.,,,,219
Czechia,CZE,15.331513,49.73914,08.02.2021,https://simpleflying.com/smartwings-boeing-737-max-return/,Smartwings,Smartwings will resume Boeing 737 MAX service on 25 February,,,,220
Czechia,CZE,15.331513,49.73914,09.02.2021,Media Reports,Ryanair,Ryanair will resume flights from Brno to Bergamo from 29 March and from Brno to London from May,,,,221
Dekelia,xUK,33.789214,35.01813,,,,,,,,222
Democratic People's Republic of Korea,PRK,127.180425,40.146267,13.01.2021,https://worldairlinenews.com/2021/01/13/congo-airways-orders-two-embraer-e195-e2s/,Congo Airways,Congo Airways orders two Embraer E195-E2s,,,,223
Democratic Republic of the Congo,COD,23.655976,-2.876871,,,,,,,,224
Denmark,DNK,9.357947,56.264252,25.01.2021,https://apnews.com/article/dubai-united-arab-emirates-denmark-middle-east-coronavirus-pandemic-a7f8ba15e5b517dab12c1a96efffd020,Etihad/ Emirates,Denmark suspends flights from UAE amid doubts over virus tests.,,,,225
Dominica,DMA,-61.350113,15.434742,,,,,,,,226
Egypt,EGY,29.776611,26.5826,06.01.2021,https://www.arabianaerospace.aero/egyptair-operates-a-daily-flight-to-lagos-and-addis-ababa.html,EgyptAir,EgyptAir operates a daily flight to Lagos and Addis Ababa.,,,,227
Egypt,EGY,29.776611,26.5826,07.01.2021,https://centreforaviation.com/news/mahan-air-and-egyptair-to-temporarily-suspend-china-service-1046087,"EgyptAir, Mahan Air",Mahan Air and EgyptAir to temporarily suspend China service,,,,228
Egypt,EGY,29.776611,26.5826,12.01.2021,"https://finance.yahoo.com/news/egypt-reopens-airspace-qatar-sources-103431858.html#:~:text=CAIRO%20(Reuters)%20%2D%20Egypt%20reopened,sources%20and%20state%20media%20said.&text=Egypt%20and%20its%20Gulf%20allies,supports%20terrorism%2C%20allegations%20Doha%20denies.",EgyptAir,Egypt airspace reopens to Qatar following end of Doha dispute.,,,,229
Egypt,EGY,29.776611,26.5826,12.01.2021,https://www.logupdateafrica.com/egyptair-starts-addis-ababa-service-lagos-route-to-begin-by-feb-aviation,EgyptAir,EgyptAir starts Addis Ababa service 06JAN21; Lagos route to begin by 01EB21.,,,,230
Egypt,EGY,29.776611,26.5826,19.01.2021,https://www.egyptindependent.com/egyptair-makes-first-fight-to-doha-after-3-year-halt-on-monday/,EgyptAir,EgyptAir makes first fight to Doha after 3-year halt on Monday.,,,,231
Egypt,EGY,29.776611,26.5826,25.01.2021,https://www.aaco.org/media-center/news/aaco-members/air-arabia-resumes-flights-between-alexandria-and-doha,Air Arabia,Air Arabia Egypt resumes direct flights between Alexandria and Doha from 2 February,,,,232
Egypt,EGY,29.776611,26.5826,26.01.2021,https://www.arabnews.com/node/1798256/business-economy,EgyptAir,EgyptAir reduces its ticket prices by 50% to European countries,,,,233
Equatorial Guinea,GNQ,10.46817,1.567542,,,,,,,,234
Eritrea,ERI,38.110583,16.128858,,,,,,,,235
Estonia,EST,25.837845,58.683671,,,,,,,,236
Eswatini,SWZ,31.501493,-26.56471,,,,,,,,237
Ethiopia,ETH,39.635053,8.631222,04.01.2021,http://www.xinhuanet.com/english/2021-01/02/c_139636234.htm,Ethiopian,"Ethiopian flag carrier, partners transport historical parcels under intra-African accord.",,,,238
Ethiopia,ETH,39.635053,8.631222,22.01.2021,https://www.businessdailyafrica.com/bd/corporate/companies/ethiopian-airlines-ticket-prices-by-15pc-3264848,Ethiopian,Ethiopian Airlines cuts ticket prices by 15%,,,,239
Ethiopia,ETH,39.635053,8.631222,25.01.2021,http://www.dailynews.lk/2021/01/24/local/239667/two-new-airlines-begin-flights-sri-lanka,Ethiopian,Ethiopian and Maldivian Airlines begin flights to Sri Lanka.,,,,240
Ethiopia,ETH,39.635053,8.631222,26.01.2021,https://www.businessinsider.co.za/ethiopian-airlines-oft-cited-as-a-possible-saa-saviour-just-did-a-local-deal-2021-1,Ethiopian,Ethiopian Airlines – oft cited as a possible SAA saviour – just did a local deal.,,,,241
Ethiopia,ETH,39.635053,8.631222,29.01.2021,https://aviationweek.com/air-transport/airlines-lessors/france-suspends-ethiopian-airlines-flights-over-missing-pcr-tests,Ethiopian,France Suspends Ethiopian Airlines Flights Over Missing PCR Tests.,,,,242
Ethiopia,ETH,39.635053,8.631222,29.01.2021,https://www.businessdailyafrica.com/bd/corporate/companies/ethiopian-airlines-valentine-s-day-ad-hoc-flights-3272262,Ethiopian,Ethiopian Airlines gets 24 ad-hoc flights on 14FEB21 to Kenya.,,,,243
Ethiopia,ETH,39.635053,8.631222,10.02.2021,https://www.bloomberg.com/news/articles/2021-02-10/ethiopian-airlines-to-resume-max-flights-after-thorough-review,Ethiopian,Ethiopian Airlines to Resume Boeing 737 Max Flights After Thorough Review,,,,244
Europa Island,xFR,40.346587,-22.364862,,,,,,,,245
Falkland Islands (Malvinas),FLK,-58.753229,-51.741167,,,,,,,,246
Finland,FIN,23.308447,61.915867,11.01.2021,https://tass.com/world/1243541,Finnair,Finnair plans to resume flights from Helsinki to St Petersburg from 28 January,,,,247
Finland,FIN,23.308447,61.915867,12.01.2021,https://www.aviation24.be/airlines/finnair/finnair-introduces-one-way-ticket-fares-for-its-flights-within-europe/?utm_source=rss&utm_medium=rss&utm_campaign=finnair-introduces-one-way-ticket-fares-for-its-flights-within-europe,Finnair,Finnair introduces one-way ticket fares for its flights within Europe.,,,,248
Finland,FIN,23.308447,61.915867,22.01.2021,https://www.aviation24.be/airlines/finnair/finnair-re-starts-passenger-flights-from-the-uk-and-ireland-to-finland-under-strict-conditions/,Finnair,Finnair plans to restart flights to Ireland and U.K. starting 25 January; passengers required to provide negative COVID-19 test ,,,,249
France,FRA,2.45652,46.627084,08.01.2021,https://www.aviation24.be/airlines/air-france-klm-group/air-france/summer-2021-air-france-to-serve-the-french-caribbean-french-guiana-and-reunion-island-from-both-paris-cdg-and-paris-orly/,Air France,"Air France to serve the French Caribbean, French Guiana and Reunion Island from both Paris-CDG and Paris-Orly: Summer 2021.",,,,250
France,FRA,2.45652,46.627084,12.01.2021,https://simpleflying.com/air-france-adding-more-summer-flights-to-french-caribbean/,Air France,Air France adding more summer flights to French Caribbean.,,,,251
France,FRA,2.45652,46.627084,15.01.2021,https://worldairlinenews.com/2021/01/15/air-france-is-awarded-4-star-covid-19-airline-safety-rating-by-skytrax/,Air France,Air France is awarded 4-star “COVID-19 Airline Safety Rating” by Skytrax,,,,252
France,FRA,2.45652,46.627084,18.01.2021,https://nltimes.nl/2021/01/18/negotiations-state-aid-air-france-klm-stalling-report,Air France-KLM,Negotiations on further state air to Air France-KLM stalling.,,,,253
France,FRA,2.45652,46.627084,19.12.2020,https://raajje.mv/92379,Air France,Air France resumes flights to Maldives,,,,254
French Guiana,GUF,-53.236712,3.921491,,,,,,,,255
French Southern Territories,ATF,69.642419,-49.605893,,,,,,,,256
Gabon,GAB,11.800744,-0.606228,,,,,,,,257
Gambia,GMB,-15.39888,13.453329,,,,,,,,258
Gaza,PSE,34.306254,31.323248,,,,,,,,259
Georgia,GEO,43.371361,42.04813,26.01.2021,https://menafn.com/1101495602/Ukrainian-air-company-returns-on-Georgias-aviation-market&source=28,SkyUp Airlines,SkyUp Airlines will resume flights between Tbilisi and Kyiv from 04FEB21.,,,,260
Germany,DEU,10.380614,51.08868,05.01.2021,https://worldairlinenews.com/2021/01/05/european-commission-approves-e1-25-billion-german-measure-to-recapitalize-tui/,TUI,European Commission approves €1.25 billion German measure to recapitalize TUI,,,,261
Germany,DEU,10.380614,51.08868,18.01.2021,https://www.rustourismnews.com/2021/01/15/condor-released-winter-flight-schedule-2021-22/,Condor,"German airline Condor releases Winter 2021/22 flight plan.
",,,,262
Germany,DEU,10.380614,51.08868,19.01.2021,https://www.reuters.com/article/lufthansa-restructuring/lufthansa-reaches-deal-with-eurowings-on-jobs-union-idUSL8N2JT23A,"Eurowings, Lufthansa",Lufthansa reaches deal with Eurowings on jobs -union.,,,,263
Germany,DEU,10.380614,51.08868,19.01.2021,https://www.thesouthafrican.com/travel/lufthansa-forced-to-cut-back-on-its-south-african-flights/,Lufthansa,Lufthansa forced to cut back on its South African flights,,,,264
Germany,DEU,10.380614,51.08868,20.01.2021,https://www.namibian.com.na/98209/read/Lufthansa-increases-flights-to-Namibia,Lufthansa,"Lufthansa will increase flights between Namibia and Frankfurt for March, April.",,,,265
Germany,DEU,10.380614,51.08868,22.01.2021,https://www.lufthansagroup.com/en/newsroom/releases/lufthansa-group-adjusts-mask-requirement.html,Lufthansa,"Lufthansa Group adjusts mask requirement, obliging all passengers to wear either a surgical mask, FFP2 mask or and KN95/N95 standard mask.",,,,266
Germany,DEU,10.380614,51.08868,25.01.2021,https://simpleflying.com/lufthansa-ocean-eurowings-discover/,Lufthansa,"Lufthansa launches its long-haul leisure brand, rebranded as ‘Eurowings Discover.’",,,,267
Germany,DEU,10.380614,51.08868,26.01.2021,https://simpleflying.com/lufthansa-remaining-a380-retirement/?utm_source=dlvr.it&utm_medium=twitter,Lufthansa,Lufthansa sending remaining fleet of A380s to storage.,,,,268
Gibraltar,GIB,-5.34852,36.137681,,,,,,,,269
Glorioso Islands,xFR,47.297676,-11.579769,,,,,,,,270
Greece,GRC,22.583055,39.473008,20.01.2021,https://www.ekathimerini.com/261408/article/ekathimerini/business/wizz-flights-between-greece-and-abu-dhabi-resume,Wizz Air,Wizz flights between Greece and Abu Dhabi resume,,,,271
Greece,GRC,22.583055,39.473008,03.02.2021,https://www.financialmirror.com/2021/02/02/ryanair-increases-paphos-tel-aviv-summer-flights/,Ryanair,Ryanair increases Paphos-Tel Aviv summer flights.,,,,272
Greenland,GRL,-41.393713,74.756257,08.06.2020,https://www.routesonline.com/news/38/airlineroute/291691/air-greenland-resumes-two-way-kangerlussuaq-copenhagen-traffic-from-mid-june-2020/,Air Greenland,Air Greenland resumes two-way Kangerlussuaq – Copenhagen traffic from mid-June 2020,,,,273
Grenada,GRD,-61.683617,12.11436,,,,,,,,274
Guadeloupe,GLP,-61.679736,16.159503,01.02.2021,La1ere.francetvinfo.fr,Air Antilles,Staff at Air Antilles begin 48-hour strike,,,,275
Guam,GUM,144.702964,13.35781,,,,,,,,276
Guatemala,GTM,-91.231217,15.003765,,,,,,,,277
Guinea,GIN,-11.280731,11.005651,,,,,,,,278
Guinea-Bissau,GNB,-14.400762,12.117902,,,,,,,,279
Hala'ib Triangle,"EGY, SDN",35.507186,22.367022,,,,,,,,280
Heard Island and McDonald Islands,HMD,73.513147,-53.10263,,,,,,,,281
Holy See,VAT,12.453166,41.903448,,,,,,,,282
Honduras,HND,-86.613529,14.820544,,,,,,,,283
Hong Kong,HKG,114.026644,22.397976,06.01.2021,https://simpleflying.com/cathay-pacific-london-relaunch/,Cathay Pacific,Cathay Pacific Airways to resume flights between Hong Kong and London on 12 January,,,,284
Hong Kong,HKG,114.026644,22.397976,22.01.2021,https://www.scmp.com/news/hong-kong/transport/article/3118840/hong-kong-upstart-greater-bay-airlines-formally-applies?utm_content=article&utm_medium=Social&utm_source=Twitter#Echobox=1611305595,Great Bay Airlines,Hong Kong upstart Greater Bay Airlines formally applies for rights to operate more than 100 routes,,,,285
Hong Kong,HKG,114.026644,22.397976,25.01.2021,https://www.paddleyourownkanoo.com/2021/01/25/cathay-pacific-set-to-slash-flights-by-60-if-crew-quarantine-rules-are-introduced/,Cathay Pacific,Cathay Pacific Airways set to cut 60 percent of flights if crew quarantine is imposed,,,,286
Hong Kong,HKG,114.026644,22.397976,29.01.2021,https://finance.yahoo.com/news/cathay-pacific-sells-convertible-bonds-093000638.html,Cathay Pacific,Cathay planning one of its biggest bond sales to buttress its finances.,,,,287
Hong Kong,HKG,114.026644,22.397976,08.02.2021,https://simpleflying.com/cathay-pacific-first-business-mask/,Cathay Pacific,Cathay Pacific exempts first and business class passengers from mask requirement,,,,288
Hong Kong,HKG,114.026644,22.397976,10.02.2021,https://www.executivetraveller.com/news/cathay-pacific-suspends-flights-to-melbourne-brisbane-perth,Cathay Pacific,Cathay Pacific to suspend most Australian flights. Tough new quarantine rules for airline crew will see Cathay Pacific halt a slew of global routes.,,,,289
Howland Island,UMI,-176.61696,0.807086,,,,,,,,290
Hungary,HUN,19.412215,47.16514,04.01.2021,https://airlinegeeks.com/2020/12/31/wizz-air-abu-dhabi-to-takes-off-in-january/,Wizz Air,Wizz Air Abu Dhabi To Takes Off on 15JAN21,,,,291
Hungary,HUN,19.412215,47.16514,04.01.2021,https://cyprus-mail.com/2021/01/02/wizz-air-starts-flights-to-larnaca-abu-dhabi/,Wizz Air,Wizz Air joint venture starts flights to Larnaca from Abu Dhabi.,,,,292
